"CIDADE","UF"
"ORIXIMINA","PARA"
"ORIZANIA","MINAS GERAIS"
"ORIZONA","GOIAS"
"ORLANDIA","SAO PAULO"
"ORLEANS","SANTA CATARINA"
"OROBO","PERNAMBUCO"
"OROCO","PERNAMBUCO"
"OROS","CEARA"
"ORTIGUEIRA","PARANA"
"OSASCO","SAO PAULO"
"OSCAR BRESSANE","SAO PAULO"
"OSORIO","RIO GRANDE DO SUL"
"OSVALDO CRUZ","SAO PAULO"
"OTACILIO COSTA","SANTA CATARINA"
"OUREM","PARA"
"OURICANGAS","BAHIA"
"OURICURI","PERNAMBUCO"
"OURILANDIA DO NORTE","PARA"
"OURINHOS","SAO PAULO"
"OURIZONA","PARANA"
"OURO BRANCO","ALAGOAS"
"OURO BRANCO","MINAS GERAIS"
"OURO BRANCO","RIO GRANDE DO NORTE"
"OUROESTE","SAO PAULO"
"OURO FINO","MINAS GERAIS"
"OUROLANDIA","BAHIA"
"OURO PRETO DO OESTE","RONDONIA"
"OURO PRETO","MINAS GERAIS"
"OURO","SANTA CATARINA"
"OURO VELHO","PARAIBA"
"OURO VERDE DE GOIAS","GOIAS"
"OURO VERDE DE MINAS","MINAS GERAIS"
"OURO VERDE DO OESTE","PARANA"
"OURO VERDE","SANTA CATARINA"
"OURO VERDE","SAO PAULO"
"OUVIDOR","GOIAS"
"PACAEMBU","SAO PAULO"
"PACAJA","PARA"
"PACAJUS","CEARA"
"PACARAIMA","RORAIMA"
"PACATUBA","CEARA"
"PACATUBA","SERGIPE"
"PACO DO LUMIAR","MARANHAO"
"PACOTI","CEARA"
"PACUJA","CEARA"
"PADRE BERNARDO","GOIAS"
"PADRE CARVALHO","MINAS GERAIS"
"PADRE MARCOS","PIAUI"
"PADRE PARAISO","MINAS GERAIS"
"PAES LANDIM","PIAUI"
"PAIAL","SANTA CATARINA"
"PAICANDU","PARANA"
"PAIM FILHO","RIO GRANDE DO SUL"
"PAINEIRAS","MINAS GERAIS"
"PAINEL","SANTA CATARINA"
"PAINS","MINAS GERAIS"
"PAI PEDRO","MINAS GERAIS"
"PAIVA","MINAS GERAIS"
"PAJEU DO PIAUI","PIAUI"
"PALESTINA DE GOIAS","GOIAS"
"PALESTINA DO PARA","PARA"
"PALESTINA","ALAGOAS"
"PALESTINA","SAO PAULO"
"PALHANO","CEARA"
"PALHOCA","SANTA CATARINA"
"PALMACIA","CEARA"
"PALMARES DO SUL","RIO GRANDE DO SUL"
"PALMARES PAULISTA","SAO PAULO"
"PALMARES","PERNAMBUCO"
"PALMAS DE MONTE ALTO","BAHIA"
"PALMA","MINAS GERAIS"
"PALMA SOLA","SANTA CATARINA"
"PALMAS","PARANA"
"PALMAS","TOCANTINS"
"PALMEIRA DAS MISSOES","RIO GRANDE DO SUL"
"PALMEIRA D""OESTE","SAO PAULO"
"PALMEIRA DO PIAUI","PIAUI"
"PALMEIRA DOS INDIOS","ALAGOAS"
"PALMEIRAIS","PIAUI"
"PALMEIRANDIA","MARANHAO"
"PALMEIRANTE","TOCANTINS"
"PALMEIRAS DE GOIAS","GOIAS"
"PALMEIRAS DO TOCANTINS","TOCANTINS"
"PALMEIRA","PARANA"
"PALMEIRA","SANTA CATARINA"
"PALMEIRAS","BAHIA"
"PALMEIRINA","PERNAMBUCO"
"PALMEIROPOLIS","TOCANTINS"
"PALMELO","GOIAS"
"PALMINOPOLIS","GOIAS"
"PALMITAL","PARANA"
"PALMITAL","SAO PAULO"
"PALMITINHO","RIO GRANDE DO SUL"
"PALMITOS","SANTA CATARINA"
"PALMOPOLIS","MINAS GERAIS"
"PALOTINA","PARANA"
"PANAMA","GOIAS"
"PANAMBI","RIO GRANDE DO SUL"
"PANCAS","ESPIRITO SANTO"
"PANELAS","PERNAMBUCO"
"PANORAMA","SAO PAULO"
"PANTANO GRANDE","RIO GRANDE DO SUL"
"PAO DE ACUCAR","ALAGOAS"
"PAPAGAIOS","MINAS GERAIS"
"PAPANDUVA","SANTA CATARINA"
"PAQUETA","PIAUI"
"PARACAMBI","RIO DE JANEIRO"
"PARACATU","MINAS GERAIS"
"PARACURU","CEARA"
"PARA DE MINAS","MINAS GERAIS"
"PARAGOMINAS","PARA"
"PARAGUACU PAULISTA","SAO PAULO"
"PARAGUACU","MINAS GERAIS"
"PARAIBA DO SUL","RIO DE JANEIRO"
"PARAIBANO","MARANHAO"
"PARAIBUNA","SAO PAULO"
"PARAIPABA","CEARA"
"PARAI","RIO GRANDE DO SUL"
"PARAISO DO NORTE","PARANA"
"PARAISO DO SUL","RIO GRANDE DO SUL"
"PARAISO DO TOCANTINS","TOCANTINS"
"PARAISOPOLIS","MINAS GERAIS"
"PARAISO","SANTA CATARINA"
"PARAISO","SAO PAULO"
"PARAMBU","CEARA"
"PARAMIRIM","BAHIA"
"PARAMOTI","CEARA"
"PARANACITY","PARANA"
"PARANAGUA","PARANA"
"PARANAIBA","MATO GROSSO DO SUL"
"PARANAIGUARA","GOIAS"
"PARANAITA","MATO GROSSO"
"PARANAPANEMA","SAO PAULO"
"PARANAPOEMA","PARANA"
"PARANAPUA","SAO PAULO"
"PARANA","RIO GRANDE DO NORTE"
"PARANA","TOCANTINS"
"PARANATAMA","PERNAMBUCO"
"PARANATINGA","MATO GROSSO"
"PARANAVAI","PARANA"
"PARANHOS","MATO GROSSO DO SUL"
"PARAOPEBA","MINAS GERAIS"
"PARAPUA","SAO PAULO"
"PARARI","PARAIBA"
"PARATINGA","BAHIA"
"PARATI","RIO DE JANEIRO"
"PARAUAPEBAS","PARA"
"PARAUNA","GOIAS"
"PARAU","RIO GRANDE DO NORTE"
"PARAZINHO","RIO GRANDE DO NORTE"
"PARDINHO","SAO PAULO"
"PARECI NOVO","RIO GRANDE DO SUL"
"PARECIS","RONDONIA"
"PARELHAS","RIO GRANDE DO NORTE"
"PARICONHA","ALAGOAS"
"PARINTINS","AMAZONAS"
"PARIPIRANGA","BAHIA"
"PARIPUEIRA","ALAGOAS"
"PARIQUERA-ACU","SAO PAULO"
"PARISI","SAO PAULO"
"PARNAGUA","PIAUI"
"PARNAIBA","PIAUI"
"PARNAMIRIM","PERNAMBUCO"
"PARNAMIRIM","RIO GRANDE DO NORTE"
"PARNARAMA","MARANHAO"
"PAROBE","RIO GRANDE DO SUL"
"PASSABEM","MINAS GERAIS"
"PASSA E FICA","RIO GRANDE DO NORTE"
"PASSAGEM FRANCA DO PIAUI","PIAUI"
"PASSAGEM FRANCA","MARANHAO"
"PASSAGEM","PARAIBA"
"PASSAGEM","RIO GRANDE DO NORTE"
"PASSA QUATRO","MINAS GERAIS"
"PASSA SETE","RIO GRANDE DO SUL"
"PASSA TEMPO","MINAS GERAIS"
"PASSA-VINTE","MINAS GERAIS"
"PASSIRA","PERNAMBUCO"
"PASSO DE CAMARAGIBE","ALAGOAS"
"PASSO DE TORRES","SANTA CATARINA"
"PASSO DO SOBRADO","RIO GRANDE DO SUL"
"PASSO FUNDO","RIO GRANDE DO SUL"
"PASSOS MAIA","SANTA CATARINA"
"PASSOS","MINAS GERAIS"
"PASTOS BONS","MARANHAO"
"PATIS","MINAS GERAIS"
"PATO BRAGADO","PARANA"
"PATO BRANCO","PARANA"
"PATOS DE MINAS","MINAS GERAIS"
"PATOS DO PIAUI","PIAUI"
"PATOS","PARAIBA"
"PATROCINIO DO MURIAE","MINAS GERAIS"
"PATROCINIO PAULISTA","SAO PAULO"
"PATROCINIO","MINAS GERAIS"
"PATU","RIO GRANDE DO NORTE"
"PATY DO ALFERES","RIO DE JANEIRO"
"PAU BRASIL","BAHIA"
"PAUDALHO","PERNAMBUCO"
"PAU D""ARCO DO PIAUI","PIAUI"
"PAU D""ARCO","PARA"
"PAU D""ARCO","TOCANTINS"
"PAU DOS FERROS","RIO GRANDE DO NORTE"
"PAUINI","AMAZONAS"
"PAULA CANDIDO","MINAS GERAIS"
"PAULA FREITAS","PARANA"
"PAULICEIA","SAO PAULO"
"PAULINIA","SAO PAULO"
"PAULINO NEVES","MARANHAO"
"PAULISTANA","PIAUI"
"PAULISTANIA","SAO PAULO"
"PAULISTA","PARAIBA"
"PAULISTA","PERNAMBUCO"
"PAULISTAS","MINAS GERAIS"
"PAULO AFONSO","BAHIA"
"PAULO BENTO","RIO GRANDE DO SUL"
"PAULO DE FARIA","SAO PAULO"
"PAULO FRONTIN","PARANA"
"PAULO JACINTO","ALAGOAS"
"PAULO LOPES","SANTA CATARINA"
"PAULO RAMOS","MARANHAO"
"PAVAO","MINAS GERAIS"
"PAVERAMA","RIO GRANDE DO SUL"
"PAVUSSU","PIAUI"
"PEABIRU","PARANA"
"PECANHA","MINAS GERAIS"
"PEDERNEIRAS","SAO PAULO"
"PE DE SERRA","BAHIA"
"PEDRA AZUL","MINAS GERAIS"
"PEDRA BELA","SAO PAULO"
"PEDRA BONITA","MINAS GERAIS"
"PEDRA BRANCA DO AMAPARI","AMAPA"
"PEDRA BRANCA","CEARA"
"PEDRA BRANCA","PARAIBA"
"PEDRA DO ANTA","MINAS GERAIS"
"PEDRA DO INDAIA","MINAS GERAIS"
"PEDRA DOURADA","MINAS GERAIS"
"PEDRA GRANDE","RIO GRANDE DO NORTE"
"PEDRA LAVRADA","PARAIBA"
"PEDRALVA","MINAS GERAIS"
"PEDRA MOLE","SERGIPE"
"PEDRANOPOLIS","SAO PAULO"
"PEDRAO","BAHIA"
"PEDRA PRETA","MATO GROSSO"
"PEDRA PRETA","RIO GRANDE DO NORTE"
"PEDRAS ALTAS","RIO GRANDE DO SUL"
"PEDRAS DE FOGO","PARAIBA"
"PEDRAS DE MARIA DA CRUZ","MINAS GERAIS"
"PEDRA","PERNAMBUCO"
"PEDRAS GRANDES","SANTA CATARINA"
"PEDREGULHO","SAO PAULO"
"PEDREIRA","SAO PAULO"
"PEDREIRAS","MARANHAO"
"PEDRINHAS PAULISTA","SAO PAULO"
"PEDRINHAS","SERGIPE"
"PEDRINOPOLIS","MINAS GERAIS"
"PEDRO AFONSO","TOCANTINS"
"PEDRO ALEXANDRE","BAHIA"
"PEDRO AVELINO","RIO GRANDE DO NORTE"
"PEDRO CANARIO","ESPIRITO SANTO"
"PEDRO DE TOLEDO","SAO PAULO"
"PEDRO DO ROSARIO","MARANHAO"
"PEDRO GOMES","MATO GROSSO DO SUL"
"PEDRO II","PIAUI"
"PEDRO LAURENTINO","PIAUI"
"PEDRO LEOPOLDO","MINAS GERAIS"
"PEDRO OSORIO","RIO GRANDE DO SUL"
"PEDRO REGIS","PARAIBA"
"PEDRO TEIXEIRA","MINAS GERAIS"
"PEDRO VELHO","RIO GRANDE DO NORTE"
"PEIXE-BOI","PARA"
"PEIXE","TOCANTINS"
"PEIXOTO DE AZEVEDO","MATO GROSSO"
"PEJUCARA","RIO GRANDE DO SUL"
"PELOTAS","RIO GRANDE DO SUL"
"PENAFORTE","CEARA"
"PENALVA","MARANHAO"
"PENAPOLIS","SAO PAULO"
"PENDENCIAS","RIO GRANDE DO NORTE"
"PENEDO","ALAGOAS"
"PENHA","SANTA CATARINA"
"PENTECOSTE","CEARA"
"PEQUERI","MINAS GERAIS"
"PEQUI","MINAS GERAIS"
"PEQUIZEIRO","TOCANTINS"
"PERDIGAO","MINAS GERAIS"
"PERDIZES","MINAS GERAIS"
"PERDOES","MINAS GERAIS"
"PEREIRA BARRETO","SAO PAULO"
"PEREIRAS","SAO PAULO"
"PEREIRO","CEARA"
"PERI MIRIM","MARANHAO"
"PERIQUITO","MINAS GERAIS"
"PERITIBA","SANTA CATARINA"
"PERITORO","MARANHAO"
"PEROBAL","PARANA"
"PEROLA D""OESTE","PARANA"
"PEROLANDIA","GOIAS"
"PEROLA","PARANA"
"PERUIBE","SAO PAULO"
"PESCADOR","MINAS GERAIS"
"PESQUEIRA","PERNAMBUCO"
"PETROLANDIA","PERNAMBUCO"
"PETROLANDIA","SANTA CATARINA"
"PETROLINA DE GOIAS","GOIAS"
"PETROLINA","PERNAMBUCO"
"PETROPOLIS","RIO DE JANEIRO"
"PIACABUCU","ALAGOAS"
"PIACATU","SAO PAULO"
"PIANCO","PARAIBA"
"PIATA","BAHIA"
"PIAU","MINAS GERAIS"
"PICADA CAFE","RIO GRANDE DO SUL"
"PICARRA","PARA"
"PICOS","PIAUI"
"PICUI","PARAIBA"
"PIEDADE DE CARATINGA","MINAS GERAIS"
"PIEDADE DE PONTE NOVA","MINAS GERAIS"
"PIEDADE DO RIO GRANDE","MINAS GERAIS"
"PIEDADE DOS GERAIS","MINAS GERAIS"
"PIEDADE","SAO PAULO"
"PIEN","PARANA"
"PILAO ARCADO","BAHIA"
"PILAR DE GOIAS","GOIAS"
"PILAR DO SUL","SAO PAULO"
"PILAR","ALAGOAS"
"PILAR","PARAIBA"
"PILOES","PARAIBA"
"PILOES","RIO GRANDE DO NORTE"
"PILOEZINHOS","PARAIBA"
"PIMENTA BUENO","RONDONIA"
"PIMENTA","MINAS GERAIS"
"PIMENTEIRAS DO OESTE","RONDONIA"
"PIMENTEIRAS","PIAUI"
"PINDAI","BAHIA"
"PINDAMONHANGABA","SAO PAULO"
"PINDARE-MIRIM","MARANHAO"
"PINDOBACU","BAHIA"
"PINDOBA","ALAGOAS"
"PINDORAMA DO TOCANTINS","TOCANTINS"
"PINDORAMA","SAO PAULO"
"PINDORETAMA","CEARA"
"PINGO-D""AGUA","MINAS GERAIS"
"PINHAIS","PARANA"
"PINHALAO","PARANA"
"PINHAL DA SERRA","RIO GRANDE DO SUL"
"PINHAL DE SAO BENTO","PARANA"
"PINHAL GRANDE","RIO GRANDE DO SUL"
"PINHAL","RIO GRANDE DO SUL"
"PINHALZINHO","SANTA CATARINA"
"PINHALZINHO","SAO PAULO"
"PINHAO","PARANA"
"PINHAO","SERGIPE"
"PINHEIRAL","RIO DE JANEIRO"
"PINHEIRINHO DO VALE","RIO GRANDE DO SUL"
"PINHEIRO MACHADO","RIO GRANDE DO SUL"
"PINHEIRO PRETO","SANTA CATARINA"
"PINHEIRO","MARANHAO"
"PINHEIROS","ESPIRITO SANTO"
"PINTADAS","BAHIA"
"PINTOPOLIS","MINAS GERAIS"
"PIO IX","PIAUI"
"PIO XII","MARANHAO"
"PIQUEROBI","SAO PAULO"
"PIQUET CARNEIRO","CEARA"
"PIQUETE","SAO PAULO"
"PIRACAIA","SAO PAULO"
"PIRACANJUBA","GOIAS"
"PIRACEMA","MINAS GERAIS"
"PIRACICABA","SAO PAULO"
"PIRACURUCA","PIAUI"
"PIRAI DO NORTE","BAHIA"
"PIRAI DO SUL","PARANA"
"PIRAI","RIO DE JANEIRO"
"PIRAJUBA","MINAS GERAIS"
"PIRAJUI","SAO PAULO"
"PIRAJU","SAO PAULO"
"PIRAMBU","SERGIPE"
"PIRANGA","MINAS GERAIS"
"PIRANGI","SAO PAULO"
"PIRANGUCU","MINAS GERAIS"
"PIRANGUINHO","MINAS GERAIS"
"PIRANHAS","ALAGOAS"
"PIRANHAS","GOIAS"
"PIRAPEMAS","MARANHAO"
"PIRAPETINGA","MINAS GERAIS"
"PIRAPORA DO BOM JESUS","SAO PAULO"
"PIRAPORA","MINAS GERAIS"
"PIRAPO","RIO GRANDE DO SUL"
"PIRAPOZINHO","SAO PAULO"
"PIRAQUARA","PARANA"
"PIRAQUE","TOCANTINS"
"PIRASSUNUNGA","SAO PAULO"
"PIRATININGA","SAO PAULO"
"PIRATINI","RIO GRANDE DO SUL"
"PIRATUBA","SANTA CATARINA"
"PIRAUBA","MINAS GERAIS"
"PIRENOPOLIS","GOIAS"
"PIRES DO RIO","GOIAS"
"PIRES FERREIRA","CEARA"
"PIRIPA","BAHIA"
"PIRIPIRI","PIAUI"
"PIRITIBA","BAHIA"
"PIRPIRITUBA","PARAIBA"
"PITANGA","PARANA"
"PITANGUEIRAS","PARANA"
"PITANGUEIRAS","SAO PAULO"
"PITANGUI","MINAS GERAIS"
"PITIMBU","PARAIBA"
"PIUMA","ESPIRITO SANTO"
"PIUMHI","MINAS GERAIS"
"PIUM","TOCANTINS"
"PLACAS","PARA"
"PLACIDO DE CASTRO","ACRE"
"PLANALTINA DO PARANA","PARANA"
"PLANALTINA","GOIAS"
"PLANALTINO","BAHIA"
"PLANALTO ALEGRE","SANTA CATARINA"
"PLANALTO DA SERRA","MATO GROSSO"
"PLANALTO","BAHIA"
"PLANALTO","PARANA"
"PLANALTO","RIO GRANDE DO SUL"
"PLANALTO","SAO PAULO"
"PLANURA","MINAS GERAIS"
"PLATINA","SAO PAULO"
"POA","SAO PAULO"
"POCAO DE PEDRAS","MARANHAO"
"POCAO","PERNAMBUCO"
"POCINHOS","PARAIBA"
"POCO BRANCO","RIO GRANDE DO NORTE"
"POCO DANTAS","PARAIBA"
"POCO DAS ANTAS","RIO GRANDE DO SUL"
"POCO DAS TRINCHEIRAS","ALAGOAS"
"POCO DE JOSE DE MOURA","PARAIBA"
"POCOES","BAHIA"
"POCO FUNDO","MINAS GERAIS"
"POCONE","MATO GROSSO"
"POCO REDONDO","SERGIPE"
"POCOS DE CALDAS","MINAS GERAIS"
"POCO VERDE","SERGIPE"
"POCRANE","MINAS GERAIS"
"POJUCA","BAHIA"
"POLONI","SAO PAULO"
"POMBAL","PARAIBA"
"POMBOS","PERNAMBUCO"
"POMERODE","SANTA CATARINA"
"POMPEIA","SAO PAULO"
"POMPEU","MINAS GERAIS"
"PONGAI","SAO PAULO"
"PONTA DE PEDRAS","PARA"
"PONTA GROSSA","PARANA"
"PONTAL DO ARAGUAIA","MATO GROSSO"
"PONTAL DO PARANA","PARANA"
"PONTALINA","GOIAS"
"PONTALINDA","SAO PAULO"
"PONTAL","SAO PAULO"
"PONTAO","RIO GRANDE DO SUL"
"PONTA PORA","MATO GROSSO DO SUL"
"PONTE ALTA DO BOM JESUS","TOCANTINS"
"PONTE ALTA DO NORTE","SANTA CATARINA"
"PONTE ALTA DO TOCANTINS","TOCANTINS"
"PONTE ALTA","SANTA CATARINA"
"PONTE BRANCA","MATO GROSSO"
"PONTE NOVA","MINAS GERAIS"
"PONTE PRETA","RIO GRANDE DO SUL"
"PONTES E LACERDA","MATO GROSSO"
"PONTE SERRADA","SANTA CATARINA"
"PONTES GESTAL","SAO PAULO"
"PONTO BELO","ESPIRITO SANTO"
"PONTO CHIQUE","MINAS GERAIS"
"PONTO DOS VOLANTES","MINAS GERAIS"
"PONTO NOVO","BAHIA"
"POPULINA","SAO PAULO"
"PORANGABA","SAO PAULO"
"PORANGA","CEARA"
"PORANGATU","GOIAS"
"PORCIUNCULA","RIO DE JANEIRO"
"PORECATU","PARANA"
"PORTALEGRE","RIO GRANDE DO NORTE"
"PORTAO","RIO GRANDE DO SUL"
"PORTEIRAO","GOIAS"
"PORTEIRAS","CEARA"
"PORTEIRINHA","MINAS GERAIS"
"PORTELANDIA","GOIAS"
"PORTEL","PARA"
"PORTO ACRE","ACRE"
"PORTO ALEGRE DO NORTE","MATO GROSSO"
"PORTO ALEGRE DO PIAUI","PIAUI"
"PORTO ALEGRE DO TOCANTINS","TOCANTINS"
"PORTO ALEGRE","RIO GRANDE DO SUL"
"PORTO AMAZONAS","PARANA"
"PORTO BARREIRO","PARANA"
"PORTO BELO","SANTA CATARINA"
"PORTO CALVO","ALAGOAS"
"PORTO DA FOLHA","SERGIPE"
"PORTO DE MOZ","PARA"
"PORTO DE PEDRAS","ALAGOAS"
"PORTO DO MANGUE","RIO GRANDE DO NORTE"
"PORTO DOS GAUCHOS","MATO GROSSO"
"PORTO ESPERIDIAO","MATO GROSSO"
"PORTO ESTRELA","MATO GROSSO"
"PORTO FELIZ","SAO PAULO"
"PORTO FERREIRA","SAO PAULO"
"PORTO FIRME","MINAS GERAIS"
"PORTO FRANCO","MARANHAO"
"PORTO GRANDE","AMAPA"
"PORTO LUCENA","RIO GRANDE DO SUL"
"PORTO MAUA","RIO GRANDE DO SUL"
"PORTO MURTINHO","MATO GROSSO DO SUL"
"PORTO NACIONAL","TOCANTINS"
"PORTO REAL DO COLEGIO","ALAGOAS"
"PORTO REAL","RIO DE JANEIRO"
"PORTO RICO DO MARANHAO","MARANHAO"
"PORTO RICO","PARANA"
"PORTO SEGURO","BAHIA"
"PORTO","PIAUI"
"PORTO UNIAO","SANTA CATARINA"
"PORTO VELHO","RONDONIA"
"PORTO VERA CRUZ","RIO GRANDE DO SUL"
"PORTO VITORIA","PARANA"
"PORTO WALTER","ACRE"
"PORTO XAVIER","RIO GRANDE DO SUL"
"POSSE","GOIAS"
"POTENGI","CEARA"
"POTE","MINAS GERAIS"
"POTIM","SAO PAULO"
"POTIRAGUA","BAHIA"
"POTIRENDABA","SAO PAULO"
"POTIRETAMA","CEARA"
"POUSO ALEGRE","MINAS GERAIS"
"POUSO ALTO","MINAS GERAIS"
"POUSO NOVO","RIO GRANDE DO SUL"
"POUSO REDONDO","SANTA CATARINA"
"POXOREO","MATO GROSSO"
"PRACINHA","SAO PAULO"
"PRACUUBA","AMAPA"
"PRADO FERREIRA","PARANA"
"PRADOPOLIS","SAO PAULO"
"PRADO","BAHIA"
"PRADOS","MINAS GERAIS"
"PRAIA GRANDE","SANTA CATARINA"
"PRAIA GRANDE","SAO PAULO"
"PRAIA NORTE","TOCANTINS"
"PRAINHA","PARA"
"PRANCHITA","PARANA"
"PRATA DO PIAUI","PIAUI"
"PRATANIA","SAO PAULO"
"PRATAPOLIS","MINAS GERAIS"
"PRATA","MINAS GERAIS"
"PRATA","PARAIBA"
"PRATINHA","MINAS GERAIS"
"PRESIDENTE ALVES","SAO PAULO"
"PRESIDENTE BERNARDES","MINAS GERAIS"
"PRESIDENTE BERNARDES","SAO PAULO"
"PRESIDENTE CASTELLO BRANCO","SANTA CATARINA"
"PRESIDENTE CASTELO BRANCO","PARANA"
"PRESIDENTE DUTRA","BAHIA"
"PRESIDENTE DUTRA","MARANHAO"
"PRESIDENTE EPITACIO","SAO PAULO"
"PRESIDENTE FIGUEIREDO","AMAZONAS"
"PRESIDENTE GETULIO","SANTA CATARINA"
"PRESIDENTE JANIO QUADROS","BAHIA"
"PRESIDENTE JUSCELINO","MARANHAO"
"PRESIDENTE JUSCELINO","MINAS GERAIS"
"PRESIDENTE JUSCELINO","RIO GRANDE DO NORTE"
"PRESIDENTE KENNEDY","ESPIRITO SANTO"
"PRESIDENTE KENNEDY","TOCANTINS"
"PRESIDENTE KUBITSCHEK","MINAS GERAIS"
"PRESIDENTE LUCENA","RIO GRANDE DO SUL"
"PRESIDENTE MEDICI","MARANHAO"
"PRESIDENTE MEDICI","RONDONIA"
"PRESIDENTE NEREU","SANTA CATARINA"
"PRESIDENTE OLEGARIO","MINAS GERAIS"
"PRESIDENTE PRUDENTE","SAO PAULO"
"PRESIDENTE SARNEY","MARANHAO"
"PRESIDENTE TANCREDO NEVES","BAHIA"
"PRESIDENTE VARGAS","MARANHAO"
"PRESIDENTE VENCESLAU","SAO PAULO"
"PRIMAVERA DE RONDONIA","RONDONIA"
"PRIMAVERA DO LESTE","MATO GROSSO"
"PRIMAVERA","PARA"
"PRIMAVERA","PERNAMBUCO"
"PRIMEIRA CRUZ","MARANHAO"
"PRIMEIRO DE MAIO","PARANA"
"PRINCESA ISABEL","PARAIBA"
"PRINCESA","SANTA CATARINA"
"PROFESSOR JAMIL","GOIAS"
"PROGRESSO","RIO GRANDE DO SUL"
"PROMISSAO","SAO PAULO"
"PROPRIA","SERGIPE"
"PROTASIO ALVES","RIO GRANDE DO SUL"
"PRUDENTE DE MORAIS","MINAS GERAIS"
"PRUDENTOPOLIS","PARANA"
"PUGMIL","TOCANTINS"
"PUREZA","RIO GRANDE DO NORTE"
"PUTINGA","RIO GRANDE DO SUL"
"PUXINANA","PARAIBA"
"QUADRA","SAO PAULO"
"QUARAI","RIO GRANDE DO SUL"
"QUARTEL GERAL","MINAS GERAIS"
"QUARTO CENTENARIO","PARANA"
"QUATA","SAO PAULO"
"QUATIGUA","PARANA"
"QUATIPURU","PARA"
"QUATIS","RIO DE JANEIRO"
"QUATRO BARRAS","PARANA"
"QUATRO IRMAOS","RIO GRANDE DO SUL"
"QUATRO PONTES","PARANA"
"QUEBRANGULO","ALAGOAS"
"QUEDAS DO IGUACU","PARANA"
"QUEIMADA NOVA","PIAUI"
"QUEIMADAS","BAHIA"
"QUEIMADAS","PARAIBA"
"QUEIMADOS","RIO DE JANEIRO"
"QUEIROZ","SAO PAULO"
"QUELUZITO","MINAS GERAIS"
"QUELUZ","SAO PAULO"
"QUERENCIA DO NORTE","PARANA"
"QUERENCIA","MATO GROSSO"
"QUEVEDOS","RIO GRANDE DO SUL"
"QUIJINGUE","BAHIA"
"QUILOMBO","SANTA CATARINA"
"QUINTA DO SOL","PARANA"
"QUINTANA","SAO PAULO"
"QUINZE DE NOVEMBRO","RIO GRANDE DO SUL"
"QUIPAPA","PERNAMBUCO"
"QUIRINOPOLIS","GOIAS"
"QUISSAMA","RIO DE JANEIRO"
"QUITANDINHA","PARANA"
"QUITERIANOPOLIS","CEARA"
"QUIXABA","PARAIBA"
"QUIXABA","PERNAMBUCO"
"QUIXABEIRA","BAHIA"
"QUIXADA","CEARA"
"QUIXELO","CEARA"
"QUIXERAMOBIM","CEARA"
"QUIXERE","CEARA"
"RAFAEL FERNANDES","RIO GRANDE DO NORTE"
"RAFAEL GODEIRO","RIO GRANDE DO NORTE"
"RAFAEL JAMBEIRO","BAHIA"
"RAFARD","SAO PAULO"
"RAMILANDIA","PARANA"
"RANCHARIA","SAO PAULO"
"RANCHO ALEGRE D""OESTE","PARANA"
"RANCHO ALEGRE","PARANA"
"RANCHO QUEIMADO","SANTA CATARINA"
"RAPOSA","MARANHAO"
"RAPOSOS","MINAS GERAIS"
"RAUL SOARES","MINAS GERAIS"
"REALEZA","PARANA"
"REBOUCAS","PARANA"
"RECIFE","PERNAMBUCO"
"RECREIO","MINAS GERAIS"
"RECURSOLANDIA","TOCANTINS"
"REDENCAO DA SERRA","SAO PAULO"
"REDENCAO DO GURGUEIA","PIAUI"
"REDENCAO","CEARA"
"REDENCAO","PARA"
"REDENTORA","RIO GRANDE DO SUL"
"REDUTO","MINAS GERAIS"
"REGENERACAO","PIAUI"
"REGENTE FEIJO","SAO PAULO"
"REGINOPOLIS","SAO PAULO"
"REGISTRO","SAO PAULO"
"RELVADO","RIO GRANDE DO SUL"
"REMANSO","BAHIA"
"REMIGIO","PARAIBA"
"RENASCENCA","PARANA"
"RERIUTABA","CEARA"
"RESENDE COSTA","MINAS GERAIS"
"RESENDE","RIO DE JANEIRO"
"RESERVA DO CABACAL","MATO GROSSO"
"RESERVA DO IGUACU","PARANA"
"RESERVA","PARANA"
"RESPLENDOR","MINAS GERAIS"
"RESSAQUINHA","MINAS GERAIS"
"RESTINGA SECA","RIO GRANDE DO SUL"
"RESTINGA","SAO PAULO"
"RETIROLANDIA","BAHIA"
"RIACHAO DAS NEVES","BAHIA"
"RIACHAO DO BACAMARTE","PARAIBA"
"RIACHAO DO DANTAS","SERGIPE"
"RIACHAO DO JACUIPE","BAHIA"
"RIACHAO DO POCO","PARAIBA"
"RIACHAO","MARANHAO"
"RIACHAO","PARAIBA"
"RIACHINHO","MINAS GERAIS"
"RIACHINHO","TOCANTINS"
"RIACHO DA CRUZ","RIO GRANDE DO NORTE"
"RIACHO DAS ALMAS","PERNAMBUCO"
"RIACHO DE SANTANA","BAHIA"
"RIACHO DE SANTANA","RIO GRANDE DO NORTE"
"RIACHO DE SANTO ANTONIO","PARAIBA"
"RIACHO DOS CAVALOS","PARAIBA"
"RIACHO DOS MACHADOS","MINAS GERAIS"
"RIACHO FRIO","PIAUI"
"RIACHUELO","RIO GRANDE DO NORTE"
"RIACHUELO","SERGIPE"
"RIALMA","GOIAS"
"RIANAPOLIS","GOIAS"
"RIBAMAR FIQUENE","MARANHAO"
